PredictedProbability|PredictedLabel
0.193746|0
0.193746|0
0.193746|0
0.193746|0
0.193746|0
0.164263|0
0.164263|0
0.164263|0
0.105223|0
0.304977|1
0.313719|1
0.428193|1
0.428193|1
0.716811|1
0.716811|1
0.716811|1
0.716811|1
0.716811|1
0.716811|1
0.51287|1
0.716811|1
0.716811|1
0.716811|1
0.716811|1
0.716811|1
0.753485|1
0.753485|1
0.753485|1
0.753485|1
0.193746|0
0.252697|0
0.193746|0
0.164263|0
0.164263|0
0.193746|0
0.193746|0
0.233058|0
0.193746|0
0.193746|0
0.193746|0
0.193746|0
0.384507|1
0.471872|1
0.384507|1
0.384507|1
0.230925|0
0.230925|0
0.230925|0
0.230925|0
0.164263|0
0.164263|0
0.164263|0
0.164263|0
