PredictedProbability|PredictedLabel
0.399157|1
0.399157|1
0.399157|1
0.398604|1
0.295733|1
0.295733|1
0.295733|1
0.137077|0
0.137077|0
0.137077|0
0.113477|0
0.113477|0
0.193623|0
0.113477|0
0.113477|0
0.521666|1
0.66936|1
0.66936|1
0.20799|0
0.20799|0
0.193623|0
0.193623|0
0.193623|0
0.109395|0
0.181668|0
0.181668|0
0.181668|0
0.181668|0
0.181668|0
0.181668|0
0.181668|0
0.181668|0
0.181668|0
0.109395|0
0.109395|0
0.109395|0
0.109395|0
0.109395|0
0.109395|0
0.109395|0
0.109395|0
0.098219|0
0.236544|0
0.236544|0
