PredictedProbability|PredictedLabel
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.0823935|0
0.519065|1
0.519065|1
0.519065|1
0.519065|1
0.519065|1
0.519065|1
0.519065|1
0.442649|1
0.307325|1
0.307325|1
0.307325|1
0.307325|1
0.0822714|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0950735|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0446828|0
0.0446828|0
0.0446828|0
0.0446828|0
0.0822714|0
0.0822714|0
0.0822714|0
0.0294881|0
0.0294881|0
0.0294881|0
0.0294881|0
