PredictedProbability|PredictedLabel
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0708473|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.386403|1
0.386403|1
0.386403|1
0.19062|0
0.19062|0
0.323281|1
0.19062|0
0.0830913|0
0.0830913|0
0.0830913|0
0.0830913|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0856524|0
0.0856524|0
