PredictedProbability|PredictedLabel
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.123689|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.0801466|0
0.166993|0
0.166993|0
0.166993|0
0.166993|0
0.175186|0
0.166993|0
0.166993|0
0.166993|0
0.178131|0
0.169938|0
0.178131|0
0.178131|0
0.178131|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
0.0724784|0
