PredictedProbability|PredictedLabel
0.436203|1
0.436203|1
0.399157|1
0.436203|1
0.436203|1
0.459413|1
0.15557|0
0.15557|0
0.15557|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.147925|0
0.147925|0
0.147925|0
0.147925|0
0.147925|0
0.147925|0
0.147925|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.18197|0
0.272427|0
0.274772|0
0.274772|0
0.274772|0
0.274772|0
0.333722|1
0.274772|0
0.274772|0
0.267126|0
0.267126|0
0.267126|0
0.267126|0
0.326077|1
0.267126|0
0.267126|0
0.267126|0
0.326077|1
0.267126|0
0.326077|1
0.267126|0
0.267126|0
0.326077|1
0.267126|0
0.267126|0
0.267126|0
0.784179|1
0.784179|1
