PredictedProbability|PredictedLabel
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125993|0
0.125871|0
0.125871|0
0.125871|0
0.125871|0
0.125871|0
0.125871|0
0.125871|0
0.125871|0
0.0524227|0
0.125871|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.268297|0
0.0799393|0
0.0799393|0
0.0799393|0
