PredictedProbability|PredictedLabel
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.217448|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.125347|0
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.309184|1
0.460257|1
0.460257|1
0.276944|0
0.276944|0
0.276944|0
0.276944|0
0.276944|0
0.784179|1
0.784179|1
0.784179|1
0.899969|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
0.961322|1
