PredictedProbability|PredictedLabel
0.337105|1
0.337105|1
0.337105|1
0.337105|1
0.337105|1
0.480603|1
0.480603|1
0.47241|1
0.333551|1
0.325358|1
0.190054|0
0.190054|0
0.361993|1
0.361993|1
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.361993|1
0.361993|1
0.361993|1
0.361993|1
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.190054|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0841166|0
0.0947295|0
0.0947295|0
0.0947295|0
0.0947295|0
0.101234|0
0.101234|0
0.0947295|0
0.784179|1
0.784179|1
0.784179|1
