PredictedProbability|PredictedLabel
0.242039|0
0.242039|0
0.250232|0
0.250232|0
0.250232|0
0.336067|1
0.336067|1
0.544422|1
0.544422|1
0.544422|1
0.544422|1
0.544422|1
0.544422|1
0.544422|1
0.544422|1
0.359298|1
0.359298|1
0.620837|1
0.544422|1
0.620837|1
0.320633|1
0.320633|1
0.320633|1
0.250719|0
0.412734|1
0.412734|1
0.412734|1
0.412734|1
0.306024|1
0.412734|1
0.412734|1
0.370841|1
0.264131|0
0.264131|0
0.345935|1
0.345935|1
0.345935|1
0.354128|1
0.354128|1
0.339416|1
0.339416|1
0.339416|1
0.339416|1
0.345935|1
0.345935|1
0.345935|1
0.345935|1
0.722523|1
0.722523|1
0.722523|1
0.722523|1
