PredictedProbability|PredictedLabel
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0303207|0
0.0303207|0
0.0418284|0
0.0418284|0
0.0418284|0
0.0418284|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0277236|0
0.0419049|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.0614109|0
0.136503|0
0.136503|0
