PredictedProbability|PredictedLabel
0.164263|0
0.164263|0
0.164263|0
0.164263|0
0.164263|0
0.0698886|0
0.0625693|0
0.164263|0
0.164263|0
0.164263|0
0.203575|0
0.164263|0
0.164263|0
0.105223|0
0.144534|0
0.144534|0
0.144534|0
0.193657|0
0.144534|0
0.105223|0
0.144534|0
0.105223|0
0.105223|0
0.432561|1
0.423819|1
0.423819|1
0.423819|1
0.201368|0
0.24068|0
0.201368|0
0.24068|0
0.174018|0
0.105223|0
0.144534|0
0.144534|0
0.144534|0
0.105223|0
0.144534|0
0.105223|0
0.144534|0
0.144534|0
0.144534|0
0.144534|0
0.105223|0
