PredictedProbability|PredictedLabel
0.122348|0
0.122348|0
0.122348|0
0.122348|0
0.122348|0
0.122348|0
0.226901|0
0.226901|0
0.286622|0
0.66936|1
0.66936|1
0.66936|1
0.369936|1
0.369936|1
0.369936|1
0.369936|1
0.570061|1
0.570061|1
0.570061|1
0.570061|1
0.570061|1
0.570061|1
0.66936|1
0.66936|1
0.66936|1
0.66936|1
0.343536|1
0.343536|1
0.184625|0
0.0993719|0
0.0993719|0
0.0993719|0
0.0993719|0
0.0993719|0
0.0993719|0
0.0993719|0
0.66936|1
0.66936|1
0.66936|1
0.66936|1
0.0993719|0
0.0993719|0
0.0993719|0
0.0993719|0
0.4849|1
0.343536|1
